name,description,stars,forks,language,url,readme_snippet,account
deployment-archive,[Archived] A repository for managing deployment processes. Single-purpose successor to https://github.com/IATI/IATI-Websites,0,3,Jinja,https://github.com/IATI/deployment-archive,"# _NOTE_

# Deprecation Notice
- This repository is deprecated and not maintained by IATI

# Deployment

A repository for managing deployment processe",IATI
design-system,A design system for IATI products.,0,1,TypeScript,https://github.com/IATI/design-system,"# IATI Design System

## What is the IATI Design System?

The IATI Design System is a set of reusable styles and components which should be used in IA",IATI
ds-react-frontend,No description,0,0,TypeScript,https://github.com/IATI/ds-react-frontend,![CircleCI](https://img.shields.io/circleci/build/github/zimmerman-team/iati.cloud.frontend/master?label=master&token=ca8607f192132f118771215bbcc8f569,IATI
dss-filters, Generate and store the Datastore Search Advanced filtering configuration files.,0,0,Shell,https://github.com/IATI/dss-filters,"# Datastore Search Filter Configuration

This repo is used to generate and store the [Datastore Search](https://github.com/IATI/datastore-search) Adva",IATI
file-information-service,No description,0,0,None specified,https://github.com/IATI/file-information-service,README not available,IATI
government.github.com,"Gather, curate, and feature stories of public servants and civic hackers using GitHub as part of their open government innovations",0,0,CSS,https://github.com/IATI/government.github.com,# GitHub and Government [![Build Status](https://travis-ci.org/github/government.github.com.png?branch=gh-pages)](https://travis-ci.org/github/governm,IATI
humanitarian-data-exchange,No description,0,0,Python,https://github.com/IATI/humanitarian-data-exchange,"# Humanitarian Data Exchange

Contains scripts for working with IATI data on the Humanitarian Data Exchange CKAN site: https://data.humdata.org/organi",IATI
iati-activity-merger,A tool for merging IATI activity files into a single XML file.,0,0,None specified,https://github.com/IATI/iati-activity-merger,"# IATI Activity Merger

This tool will take multiple IATI activity files and merge them into a single activity file.

Notes:
- There is no explicit or",IATI
iati-analysis-examples,Examples of analysis carried out using IATI data and tooling. ,0,0,Jupyter Notebook,https://github.com/IATI/iati-analysis-examples,"# IATI Analysis Examples

This repository contains examples of analysis carried out using IATI data and tooling.

Each piece of analysis is self-conta",IATI
IATI-Better-Refresher,An experimental smart IATI Registry Refresher,0,1,Python,https://github.com/IATI/IATI-Better-Refresher,"# IATI-Better-Refresher
An experimental smart IATI Registry Refresher

## Setup
```
python3 -m virtualenv venv
source venv/bin/activate
pip install -r",IATI
IATI-code-examples,No description,1,0,Python,https://github.com/IATI/IATI-code-examples,"# IATI code examples

Here you'll find a small selection of code examples written to make use of IATI's APIs, data, and tools. Unless otherwise noted,",IATI
IATI-Codelist-Archive,IATI Codelist archive for version 1.02 and 1.03,0,0,HTML,https://github.com/IATI/IATI-Codelist-Archive,"# IATI-Codelist-Archive
IATI Codelist archive for version 1.02 and 1.03

## Documentation

https://iatistandard.org/en/guidance/developer/codelist-api",IATI
IATI-Codelists,‘Functional’ Codelists that are core to IATI.,9,9,Python,https://github.com/IATI/IATI-Codelists,"IATI Codelists
^^^^^^^^^^^^^^

.. image:: https://github.com/IATI/IATI-Codelists/workflows/CI/badge.svg
   :target: https://github.com/IATI/IATI-Codel",IATI
IATI-Codelists-NonEmbedded,IATI Codelists that are 'non-functional' and usually provide lookup information.,5,19,Python,https://github.com/IATI/IATI-Codelists-NonEmbedded,"# IATI NonEmbedded Codelists

[![CI](https://github.com/IATI/IATI-Codelists-NonEmbedded/actions/workflows/CI.yml/badge.svg)](https://github.com/IATI/I",IATI
iati-d-portal-docs,No description,1,0,None specified,https://github.com/IATI/iati-d-portal-docs,"==========================================================
IATI d-portal Docs
==========================================================

Building the",IATI
IATI-Dashboard,"A dashboard of various metrics, generated nightly from IATI data",18,20,Python,https://github.com/IATI/IATI-Dashboard,"IATI Dashboard
==============

[![Coverage Status](https://coveralls.io/repos/github/IATI/IATI-Dashboard/badge.svg?branch=merge-codeforiati-and-publis",IATI
iati-data-getter,No description,0,0,None specified,https://github.com/IATI/iati-data-getter,README not available,IATI
IATI-Datastore,"An open-source datastore for IATI data with RESTful web API providing XML, JSON, CSV plus ETL tools",1,0,Python,https://github.com/IATI/IATI-Datastore,"# _NOTE_

## IATI-Datastore is Deprecated
- This repository is Archived and not maintained by IATI

[Full Announcement](https://discuss.iatistandard.o",IATI
iati-datastore-docs,No description,1,0,None specified,https://github.com/IATI/iati-datastore-docs,"==========================================================
IATI Datastore Docs
==========================================================

Building th",IATI
IATI-Datastore-Redirects,Slim NGINX/Openresty redirect server to re-map old datastore API query results to new datastore API,0,1,None specified,https://github.com/IATI/IATI-Datastore-Redirects,README not available,IATI
IATI-Developer-Documentation,Documentation for those wishing to develop with IATI data,2,1,Python,https://github.com/IATI/IATI-Developer-Documentation,"IATI Developer Documentation
============================

Note that this documentation is currently being put together, and is not very complete. For",IATI
iati-docs-base,Template for IATI documentation sites,0,0,None specified,https://github.com/IATI/iati-docs-base,"==========================================================
iati-docs-base: Template repo for IATI documentation sites
================================",IATI
IATI-Extra-Documentation,Code examples and overview documentation relating to the IATI Standard,5,8,Python,https://github.com/IATI/IATI-Extra-Documentation,"
.. image:: https://github.com/IATI/IATI-Extra-Documentation/workflows/CI_version-2.03/badge.svg
    :target: https://github.com/IATI/IATI-Extra-Docum",IATI
iati-flattener,"IATI document flattener, prepares IATI docs for Indexing into Solr for the IATI Datastore",0,0,JavaScript,https://github.com/IATI/iati-flattener,[![Deploy_To_Dev_Function_On_Push](https://github.com/IATI/iati-flattener/actions/workflows/develop-func-deploy.yml/badge.svg)](https://github.com/IAT,IATI
IATI-Guidance,Repository for IATI related Guidance that is independent of the specific version of the IATI Standard.,2,9,Python,https://github.com/IATI/IATI-Guidance,"IATI Guidance
=============

This repository contains IATI documentation/guidance that is not about specific XML elements, so is not versioned in line",IATI
IATI-Implementation-Schedule,Managing / hosting the IATI Implementation Schedule,0,1,None specified,https://github.com/IATI/IATI-Implementation-Schedule,"IATI Implementation Schedules
=============================

This repository is dedicated to managing and hosting versions of the IATI Implementation ",IATI
iati-message-queue-service,No description,0,0,None specified,https://github.com/IATI/iati-message-queue-service,"# IATI Message Queue Service
",IATI
IATI-Missing-Activity-Checker,[DEPRECATED ] - Rewrite of scripts by @Bjwebb to compare IATI activities in the IATI Datastore and IATI Dashboard. To be incorporated into the Dashboard in time.,0,0,Python,https://github.com/IATI/IATI-Missing-Activity-Checker,"# IATI-Missing-Activity-Checker

This is a standalone tool to compare IATI activities in the IATI Datastore and IATI Dashboard. The IATI Tech team wil",IATI
IATI-Pattern-Library,Web style components built in conjunction with the new IATI brand,1,2,HTML,https://github.com/IATI/IATI-Pattern-Library,"# IATI-Pattern-Library
Place for web style components built in conjunction with the new IATI brand.

## Usage
The toolkit is based around the followin",IATI
IATI-Previewer,Based on Ben Webbs ShowMyPlings code this is repurposed to show IATI compliant data,7,4,PHP,https://github.com/IATI/IATI-Previewer,"(ARCHIVED) IATI-Previewer
^^^^^^^^^^^^^^^^^^^^^^^^^

The IATI-Previewer has been deprecated and removed as one of IATI's core services. Therefore this",IATI
IATI-Public-Validator,A web front end to help people check their IATI XML files,0,0,PHP,https://github.com/IATI/IATI-Public-Validator,"# _NOTE_

## IATI-Public-Validator is Deprecated
- This repository is Archived and not maintained by IATI

[Full Announcement](https://discuss.iatista",IATI
iati-publisher-docs,No description,1,0,None specified,https://github.com/IATI/iati-publisher-docs,"==========================================================
IATI Publisher Docs
==========================================================

Deployed to",IATI
IATI-Publishing-Statistics,Tables and files presenting different stats for IATI publishers,4,3,Python,https://github.com/IATI/IATI-Publishing-Statistics,"IATI-Publishing-Statistics
===========================

Tables and files presenting different stats for IATI publishers

Introduction
-------------

T",IATI
IATI-Query-Builder,[Deprecated] Simple form to help people build queries for the IATI datastore API,6,6,PHP,https://github.com/IATI/IATI-Query-Builder,"# _NOTE_

## IATI-Query-Builder is Deprecated and Archived

- Check out [Datastore Search Advanced](https://datastore.iatistandard.org/advanced) for Q",IATI
IATI-Reference-Generator,No description,2,2,HTML,https://github.com/IATI/IATI-Reference-Generator,"# IATI Reference Generator

A repository which combines all IATI Standard Single Source of Truth documentation-generating code into a single location.",IATI
iati-registry-libsuitecrm,No description,0,0,Python,https://github.com/IATI/iati-registry-libsuitecrm,"# IATI Registry SuiteCRM Python Library

## Summary

| Product          | IATI Registry SuiteCRM Python Library                        |
| -----------",IATI
iati-registry-localdev,No description,0,0,Python,https://github.com/IATI/iati-registry-localdev,"# IATI Registry Local Development Environment

## Summary

 Product  |  IATI Registry Local Development Instance
--- | ---
Description | The (new) IAT",IATI
IATI-Registry-Refresher,"A few scripts to pull IATI data from the web, based on the information in iatiregistry.org, and using the CKAN API",4,3,Shell,https://github.com/IATI/IATI-Registry-Refresher,"IATI Registry Refresher
=======================

[![License: MIT](https://img.shields.io/badge/license-GPLv3-blue.svg)](https://github.com/IATI/IATI-R",IATI
iati-registry-suitecrm-extension,No description,0,0,PHP,https://github.com/IATI/iati-registry-suitecrm-extension,"# IATI Registry SuiteCRM Extension


## Summary

 Product  | IATI Registry SuiteCRM Extension 
--- | ---
Description |The (new) IATI Registry is a CIA",IATI
IATI-Rulesets,Various conditional and restraint rules for IATI data,6,7,Python,https://github.com/IATI/IATI-Rulesets,"IATI-Rulesets
^^^^^^^^^^^^^
.. image:: https://github.com/IATI/IATI-Rulesets/workflows/CI_version-2.03/badge.svg
    :target: https://github.com/IATI/",IATI
IATI-Schemas,Schema development for the International Aid Transparency Initiative.,16,9,XSLT,https://github.com/IATI/IATI-Schemas,"International Aid Transparency Initiative (IATI) XML Schemas
============================================================

.. image:: https://github.c",IATI
IATI-Standard-SSOT,Single Source of Truth (SSOT) for IATI,14,9,Python,https://github.com/IATI/IATI-Standard-SSOT,"IATI Standard SSOT
==================

.. image:: https://github.com/IATI/IATI-Standard-SSOT/workflows/CI/badge.svg
    :target: https://github.com/IA",IATI
IATI-Standard-Website,IATI (about & guidance) website based on Django and Wagtail CMS,6,8,HTML,https://github.com/IATI/IATI-Standard-Website,"# IATI Website

![](https://github.com/IATI/IATI-Standard-Website/workflows/CI/badge.svg)

This repository hosts the new IATI website based on Django ",IATI
IATI-Stats,Python application for generating JSON stats files from IATI data,3,9,Python,https://github.com/IATI/IATI-Stats,"IATI Stats
==========

.. image:: https://github.com/IATI/IATI-Stats/actions/workflows/ci.yml/badge.svg?branch=main
    :target: https://github.com/IA",IATI
iati-tables,No description,3,2,Python,https://github.com/IATI/iati-tables,"# IATI Tables

IATI Tables transforms IATI data into relational tables.

To access the data please go to the [website](https://iati-tables.codeforiati",IATI
IATI-Tools-Archive,"IATI Tools Archive is a static link collection of the core, supported and deprecated IATI tools",0,0,None specified,https://github.com/IATI/IATI-Tools-Archive,"# IATI-Tools-Archive

IATI Tools Archive is a static link collection of the core, supported and deprecated IATI tools

## Core Tools

| Name          ",IATI
IATI-Upgrades,A repository to hold IATI upgrade RST reference files,0,0,Python,https://github.com/IATI/IATI-Upgrades,"IATI Guidance
=============

This repository contains IATI documentation/upgrades that is not about specific XML elements, so is not versioned in line",IATI
IATI-Validator-Actual,No description,1,0,XSLT,https://github.com/IATI/IATI-Validator-Actual,"# _NOTE_

## IATI-Validator-Actual (v1) is Deprecated
- v1 of the IATI Validator is now deprecated and superseded by v2
- This repository is Archived ",IATI
IATI-Validator-Codelists,Scripts to transform and store the codelists used by the IATI Validator.,0,0,Python,https://github.com/IATI/IATI-Validator-Codelists,"IATI Validator Codelists
^^^^^^^^^^^^^^^^^^^^^^^^

Introduction
------------

This repository contains the scripts to transform the codelists for the ",IATI
iati-validator-docs,No description,0,0,None specified,https://github.com/IATI/iati-validator-docs,"IATI Validator Docs
===================

Deployed to https://docs.validator.iatistandard.org/en/latest/

Docs should build automatically upon pull req",IATI
IATI-Validator-Server,No description,0,0,JavaScript,https://github.com/IATI/IATI-Validator-Server,"# _NOTE_

## IATI-Validator-Server (v1) is Deprecated
- v1 of the IATI Validator is now deprecated and superseded by v2
- This repository is Archived ",IATI
IATI-Validator-Web,IATI Validator Angular Front-end application (Deprecated),1,2,TypeScript,https://github.com/IATI/IATI-Validator-Web,[![Deploy_To_Azure_Blobs_NG_Dev](https://github.com/IATI/IATI-Validator-Web/actions/workflows/develop_CD.yml/badge.svg)](https://github.com/IATI/IATI-,IATI
IATI-Website-Tests-archived,[Archived] Smoke tests and sanity checks for all production IATI websites and web tools.,0,1,Python,https://github.com/IATI/IATI-Website-Tests-archived,"[Archived] IATI Website Tests
==================

.. image:: https://travis-ci.org/IATI/IATI-Website-Tests.svg?branch=master
    :target: https://trav",IATI
IATI-Websites-archive,[Archived] Used to track issues about the content of IATI websites. Also contains some templates.,0,2,CSS,https://github.com/IATI/IATI-Websites-archive,"[Archived] IATI-Websites
=============

This directory is for templates, configuration and issues that relate to IATI websites generally, and don't fi",IATI
IATI-Wiki-Archive,No description,1,0,None specified,https://github.com/IATI/IATI-Wiki-Archive,"# IATI-Wiki-Archive

ARCHIVED
",IATI
IATI-XSLT,Useful XML Style Sheet Transformations for IATI Aid Transparency data,9,4,XSLT,https://github.com/IATI/IATI-XSLT,"**THIS REPOSITORY IS NOT ACTIVELY MAINTAINED**

IATI XSLT
=========

This repository has been set up to act as a library of XSLT transformations for w",IATI
iati.cloud,"The open-source datastore for IATI data with RESTful web API providing XML, JSON, CSV plus ETL tools. It extracts and parses IATI XML files referenced in the IATI Registry and stores them in Apache Solr, for you to use. This codebase is deployed in a High Availability Cluster for IATI as the IATI Datastore. ",0,0,None specified,https://github.com/IATI/iati.cloud,"# IATI.cloud

---
[![Quality Gate Status](https://sonarcloud.io/api/project_badges/measure?project=zimmerman-zimmerman_iati.cloud&metric=alert_status)",IATI
iati.cloud.frontend,"The front-end to the iati.cloud backend (aka IATI Datastore). If you like to build queries using a web interfaes with IATI Data, make sure to install this. ",0,0,None specified,https://github.com/IATI/iati.cloud.frontend,![CircleCI](https://img.shields.io/circleci/build/github/zimmerman-team/iati.cloud.frontend/master?label=master&token=ca8607f192132f118771215bbcc8f569,IATI
iati.fetch,[Deprecated] IATI Python module for obtaining data and SSOT content using a network connection,0,0,None specified,https://github.com/IATI/iati.fetch,"# _NOTE_

## iati.fetch is Deprecated and Archived

- This repository is Deprecated, Archived, and no longer maintained by IATI

# iati.fetch

The iat",IATI
iati.github.io-archive,IATI Developer blog,0,0,CSS,https://github.com/IATI/iati.github.io-archive,"This is the source IATI code blog, which uses Jekyll.

**THIS REPOSITORY IS NOT CURRENTLY ACTIVELY MAINTAINED**

The blog archive can be found at http",IATI
iatipublisher,IATI Publishing Tool,8,0,PHP,https://github.com/IATI/iatipublisher,"<h1> IATI Publisher</h1> <a href=""https://www.codefactor.io/repository/github/iati/iatipublisher""><img src=""https://www.codefactor.io/repository/githu",IATI
js-validator-api,Pure JavaScript IATI validator implementation,1,1,JavaScript,https://github.com/IATI/js-validator-api,"# Summary

| Product          | Validator API Endpoints                                                                                               ",IATI
pyIATI,pyIATI - a developer's toolkit for IATI - Deprecated - No longer supported,5,5,Python,https://github.com/IATI/pyIATI,"# pyIATI

A developers’ toolkit for IATI.

[![Build Status](https://travis-ci.org/IATI/pyIATI.svg?branch=master)](https://travis-ci.org/IATI/pyIATI) [",IATI
refresher,A Python application which has the responsibility of tracking IATI data from around the Web and refreshing the core IATI software's data stores,2,0,Python,https://github.com/IATI/refresher,"# IATI Refresher

# Summary

 Product  |  IATI Refresher
--- | ---
Description | A Python application which has the responsibility of tracking IATI da",IATI
sitemapper,Dynamic sitemap function for static websites that need indexing,1,0,JavaScript,https://github.com/IATI/sitemapper,"# Summary

| Product          | Site Mapper API                                                                                                       ",IATI
solr-k8s,Kubernetes deployment  manifests and information for IATI Solr Production instance,1,0,None specified,https://github.com/IATI/solr-k8s,"# Solr with Kubernetes

Repo containing kubernetes deployment information for IATI Solr Production instance

## Current Cluster

NOTE: the current clu",IATI
sphinx-theme,A Sphinx theme for IATI documentation sites.,0,0,HTML,https://github.com/IATI/sphinx-theme,"# IATI Sphinx Theme

## How do I use IATI Sphinx Theme?

Please see the [IATI Sphinx Theme Documentation](https://iati-sphinx-theme.readthedocs-hosted",IATI
standard-process,Developing the processes for governing the IATI data standard,0,0,None specified,https://github.com/IATI/standard-process,"# IATI standard processes

This is where we discuss, develop and improve the processes used
to govern the [IATI data standard](https://iatistandard.or",IATI
Test-Datastore-Response-archive,[Archived],0,0,Python,https://github.com/IATI/Test-Datastore-Response-archive,"# [Archived] Test-Datastore-Response-archive
[Archived]
",IATI
UNCEB-IATI-Analysis,No description,0,0,Python,https://github.com/IATI/UNCEB-IATI-Analysis,"# UNCEB-IATI-Analysis

## Setup

First, register for an API key here: https://developer.iatistandard.org/

Next, create a `.env` file with the content",IATI
unified-data-platform-local-dev,No description,1,1,Shell,https://github.com/IATI/unified-data-platform-local-dev,"# iati-unified-data-platform-local-dev

## Requirements and pre-setup

You will need:

* Docker
* Docker Compose
* Git and Github
* Azure command line",IATI
validate-with-xmllint,Validates xml with xmllint.,0,0,JavaScript,https://github.com/IATI/validate-with-xmllint,"# [ARCHIVED] validate-with-xmllint

## The functionality of this library has been incorporated directly into IATI/js-validator-api where it's used.

[",IATI
validator-rule-tracker,Repository to extract and display the Validator error metadata,0,0,JavaScript,https://github.com/IATI/validator-rule-tracker,"# validator-rule-tracker

## General
This repository hosts 3 CSVs that show all of the possible validation messages from the IATI validator that IATI ",IATI
validator-services,Backend microservice provider for the IATI Validator on the Unified Platform.,0,1,JavaScript,https://github.com/IATI/validator-services,"# Summary

| Product          | Validator Services API                                                                                                ",IATI
validator-web,Front-End for the IATI Validator,0,1,Vue,https://github.com/IATI/validator-web,"# Summary

| Product          | Validator Web Frontend                                                                                                ",IATI
wagtail-deploy,Ansible roles for deploy https://github.com/torchbox/wagtaildemo to Debian/Redhat,0,0,None specified,https://github.com/IATI/wagtail-deploy,"# wagtail-deploy

The repository contains 5 roles:

- cache - Redis server
- db - PostgreSQL
- nginx - Nginx
- search - Elasticsearch
- wagtail - uwsg",IATI
web-terms,No description,0,0,None specified,https://github.com/IATI/web-terms,"==========================================================
iati-docs-base: Template repo for IATI documentation sites
================================",IATI
xpath,DOM 3 Xpath implemention and helper for node.js,0,0,JavaScript,https://github.com/IATI/xpath,"# IATI/xpath

-   Fork of [IATI/xpath](https://github.com/iati/xpath)
    -   Sent a performance improvement PR that hasn't been merged into the or",IATI
aws-guardrails-cac-solution,No description,0,0,Python,https://github.com/NRCan/aws-guardrails-cac-solution,"# aws-guardrails-cac-solution

# GC Guardrails

- For detailed breakdown by lambda function, refer to [notes.md](./doc/NOTES.md)
- For manual deployme",NRCan
aws-secure-environment-accelerator,"The AWS Secure Environment Accelerator is a tool designed to help deploy and operate secure multi-account, multi-region AWS environments on an ongoing basis. The power of the solution is the configuration file which enables the completely automated deployment of customizable architectures within AWS without changing a single line of code.",1,0,HTML,https://github.com/NRCan/aws-secure-environment-accelerator,"# AWS Secure Environment Accelerator

The AWS Accelerator is a tool designed to help deploy and operate secure multi-account, multi-region AWS environ",NRCan
backdrop,Storing and querying data for the Performance Platform,0,2,Python,https://github.com/NRCan/backdrop,"# Backdrop

[![Build Status](https://travis-ci.org/alphagov/backdrop.png?branch=master)](https://travis-ci.org/alphagov/backdrop?branch=master)

[![De",NRCan
CanadaPubSecALZ,This reference implementation is based on Cloud Adoption Framework for Azure and provides an opinionated implementation that enables ITSG-33 regulatory compliance by using NIST SP 800-53 Rev. 4 and Canada Federal PBMM Regulatory Compliance Policy Sets.,0,0,Bicep,https://github.com/NRCan/CanadaPubSecALZ,"# Azure Landing Zones for Canadian Public Sector

## Introduction

The purpose of the reference implementation is to guide Canadian Public Sector cust",NRCan
CanCurve,flood depth damage function tools for Canada,1,0,Python,https://github.com/NRCan/CanCurve,"[![Documentation Status](https://readthedocs.org/projects/cancurve/badge/?version=latest)](https://cancurve.readthedocs.io/en/latest/?badge=latest)

#",NRCan
CanElevation,No description,0,0,Jupyter Notebook,https://github.com/NRCan/CanElevation,"![image](https://github.com/user-attachments/assets/7fb631a8-8405-4592-9897-991f8123cd02)

This repository contains usage examples of the CanElevation",NRCan
CanFlood,Flood Risk modelling toolbox for Canada,30,7,Python,https://github.com/NRCan/CanFlood,"[![Documentation Status (dev)](https://readthedocs.org/projects/canflood/badge/?version=dev)](https://canflood.readthedocs.io/en/dev/)
[![Documentatio",NRCan
chyf,Web application that provides hydrology services based on the Common Hydrology Features (CHyF) data model,11,4,Java,https://github.com/NRCan/chyf,"# About CHyF Software

The Common Hydrology Features (CHyF) open source software, demonstrated on the CHyF Pilot Demo, 
was developed by Refractions R",NRCan
chyf-FGPviewer-extension,No description,0,1,TypeScript,https://github.com/NRCan/chyf-FGPviewer-extension,"# GeoBase RAMP extensions

This repo is intended to streamline the development of some FGPV supported RAMP extensions for the GeoBase division.

## Ge",NRCan
chyf-skeletonizer,No description,1,0,Java,https://github.com/NRCan/chyf-skeletonizer,"Skeletonizer Version 1.0.0

This document contains a quick guide to get you started using the Skeltonizer utility. For
more complete documentation (ba",NRCan
cloud-guardrails-aws,Tools to support cloud guardrails implementation and compliance checks for AWS.,0,0,None specified,https://github.com/NRCan/cloud-guardrails-aws,"# GC Cloud Guardrails Checks for AWS

This project will provide tools to validate the implementation of the minimum guardrails as part of the GC Cloud",NRCan
cloud-optimized-geospatial,Best practices and how to's for Cloud Optimized data access,2,0,Python,https://github.com/NRCan/cloud-optimized-geospatial,"# Cloud Optimized Geospatial Data Access
Best practices and tutorials using open-source libraries for Cloud Optimized GeoTIFF (COG) access from Natura",NRCan
DataHub-Databricks,"DataBricks scripts for data ingestion, wrangling, processing, and basic visualizations. ",0,0,Jupyter Notebook,https://github.com/NRCan/DataHub-Databricks,"# DataHub-Databricks

[NRCan Datahub](https://github.com/NRCan/datahub-portal) leverages [Databricks](https://databricks.com/) for Data Projects to en",NRCan
datahub-portal,No description,6,2,C#,https://github.com/NRCan/datahub-portal,[![Gitter](https://badges.gitter.im/Federal-Science-Data-Hub/community.svg)](https://gitter.im/Federal-Science-Data-Hub/community?utm_source=badge&utm,NRCan
energuide_api,An API for Natural Resources Canada's Energuide data.,9,4,Python,https://github.com/NRCan/energuide_api,"[La version française suit.](#---------------------------------------------------------------------)

# NRCAN's Energuide API

CircleCI Status: [![Cir",NRCan
energuide_api_client_example,☠️ you probably want /NRCan/energuide_api_guide ☠️,0,2,JavaScript,https://github.com/NRCan/energuide_api_client_example,"# NRCAN Example

[![CircleCI](https://circleci.com/gh/cds-snc/nrcan-example/tree/master.svg?style=svg)](https://circleci.com/gh/cds-snc/nrcan-example/",NRCan
energuide_api_deployment_docs,Deployment documentation for the NRCAN API microservices,0,0,Shell,https://github.com/NRCan/energuide_api_deployment_docs,"
[La version française suit.](#---------------------------------------------------------------------)

[![CircleCI](https://circleci.com/gh/cds-snc/nr",NRCan
energuide_api_guide,Proof of concept for NRCAN house evaluation data,3,3,JavaScript,https://github.com/NRCan/energuide_api_guide,"[La version française suit.](#---------------------------------------------------------------------)

# Proof of Concept for the NRCAN API

[![CircleC",NRCan
ER2,ER2 (Évaluateur rapide des risques) is a web application for multi-hazard simulations. Worker code.,0,0,Python,https://github.com/NRCan/ER2,"# ER2

ER2 (*Évaluateur rapide des risques*) is a web application for multi-hazard simulations. Earthquake and flood modules are currently operational",NRCan
ER2-front-end,ER2 (Évaluateur rapide des risques) is a web application for multi-hazard simulations. Front end code.,0,0,HTML,https://github.com/NRCan/ER2-front-end,"# ER2-Front-End

List of applications: [apps.json](./app/static/apps.json). The currently available apps are earthquake and flood. Configurations for ",NRCan
gcds-svelte-template,No description,0,0,Svelte,https://github.com/NRCan/gcds-svelte-template,"# gcds-svelte-template

This template is a starting point for building a [SvelteKit](https://kit.svelte.dev/) application with the [Government of Cana",NRCan
GCWeb,"Canada.ca theme - A reference implementation of the Canada.ca Content and Information Architecture Specification, the Canada.ca Content Style Guide and the Canada.ca Design System",0,0,HTML,https://github.com/NRCan/GCWeb,![Statut du déploiement continu](https://github.com/wet-boew/GCWeb/workflows/Continuous%20deployment/badge.svg) [![Statut de devDependency](https://da,NRCan
gcweb-jekyll,Jekyll variant of the GCWeb theme,0,0,None specified,https://github.com/NRCan/gcweb-jekyll,"# Jekyll theme for GCweb
[![Contributor Covenant](https://img.shields.io/badge/Contributor%20Covenant-v1.4%20adopted-ff69b4.svg)](code-of-conduct.md) ",NRCan
gcweb-jekyll-demo,A mostly working demo of the GCWeb Jekyll theme,2,1,HTML,https://github.com/NRCan/gcweb-jekyll-demo,"# NRCan Jekyll Test

##To compile this locall witll reuire ruby and the checkout of the site
 - [Ruby Installers](https://rubyinstaller.org/downloads/",NRCan
geo-deep-learning,Deep learning applied to georeferenced datasets,168,53,Python,https://github.com/NRCan/geo-deep-learning,"
![Logo](./docs/img/logo.png)

## **About**

The **Geo-Deep-Learning** project stems from an initiative at NRCan's [CCMEO](https://www.nrcan.gc.ca/ear",NRCan
geo-inference,A light-weight python package for extracting features from geospatial imagery,2,3,Python,https://github.com/NRCan/geo-inference,"# Geo Inference

[![PyPI - Version](https://img.shields.io/pypi/v/geo-inference)](https://pypi.org/project/geo-inference/)
[![Codecov](https://img.shi",NRCan
geoconnex,No description,0,0,None specified,https://github.com/NRCan/geoconnex,# geoconnex,NRCan
Geoscaler,A python base set of tools to be used with ArcGIS Desktop suite 10.1 that is meant to enable user upscaling bedrock or surficial maps.,1,0,Python,https://github.com/NRCan/Geoscaler,"## Publications
([Français](#Publication-originale))

[Open File](https://doi.org/10.4095/291993)

Huot-Vézina, G., Boivin, R., Smirnoff, A., and Para",NRCan
geoscience_language_models,GloVe and BERT language models re-trained using geoscientific text. ,27,5,Jupyter Notebook,https://github.com/NRCan/geoscience_language_models,"# Geoscience Language Models

## Introduction
Language models are the foundation for the predictive text tools that billions of people in their eve",NRCan
geoscience_prospectivity_models,No description,1,0,None specified,https://github.com/NRCan/geoscience_prospectivity_models,"# Prospectivity Models

## Introduction
Prospectivity models are an important tool to reduce the search space for mineral exploration targeting. This ",NRCan
geoserver,GeoServer repository - NRCan fork,0,0,Java,https://github.com/NRCan/geoserver,"<img src=""/doc/en/themes/geoserver/static/GeoServer_500.png"" width=""353"">

[![Gitter](https://badges.gitter.im/geoserver/geoserver.svg)](https://gitte",NRCan
geo_sim_processing,No description,30,6,Python,https://github.com/NRCan/geo_sim_processing,"# geo_sim_processing

geo_sim_processing is a QGIS plugin that aims to simplify/generalize line and polygon features. It is composed of 3 processing t",NRCan
GSC-Bedrock-Data-Model-and-Tools,No description,1,0,C#,https://github.com/NRCan/GSC-Bedrock-Data-Model-and-Tools,"# Bedrock Data Model and Tools

([Français](#Modèle-de-données-et-outils-pour-la-roche-en-place))
In the early years of use of spatial databases, geol",NRCan
GSC-Field-Application,Geological Survey Canada on site data collection for geologists.,10,1,C#,https://github.com/NRCan/GSC-Field-Application,"# Geological Survey Canada Field Application

([Français](#Application-de-notes-terrain-de-la-Commission-géologique-du-Canada))

This project is a Geo",NRCan
GSC-Field-Application-3,Geological Survey Canada on site data collection for geologists.,2,0,C#,https://github.com/NRCan/GSC-Field-Application-3,"# Geological Survey Canada Field Application

([Français](#Application-de-notes-terrain-de-la-Commission-géologique-du-Canada))

This project is a Geo",NRCan
gsip,Groundwater Surface water Interop Experiment,6,3,Java,https://github.com/NRCan/gsip,"# Groundwater Surface water Interoperability Pilot

Intro material on the GSIP project

Collaboration between [Environment and Climate Change Canada (",NRCan
hello,NRCan employee outside of Ottawa? Want to connect on GitHub?,2,0,None specified,https://github.com/NRCan/hello,"# Looking to create or join an NRCan GitHub Repository?

NRCan employee outside of Ottawa? In need of a repo? Let's connect on Github.

Send us an ema",NRCan
invitation-manager,A Drupal implementation of Principal Publisher's Invitation Manager,0,0,HTML,https://github.com/NRCan/invitation-manager,"# Invitation Manager

A Drupal implementation of Principal Publisher's Invitation Manager

This is a Drupal 7.x module that implements Principal Publi",NRCan
